pl_discmethod,pl_disc,pl_locale,st_dist,st_optmag,st_teff,st_mass,st_rad,st_logg,st_metfe,st_vsini,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse
Transit,2016,Ground,645,14.067,5600,1.04,1.02,4.44,0.28,6.23,0.8378434,0.01761,0.166,629.3034
Transit,2013,Ground,360,13.562,5227,0.88,0.9,4.48,0.15,1.5,1.354133,0.023,0,427.463
Transit,2017,Ground,207.9,13.455,4803,0.76,0.69,4.64,0,0.5,4.7228124,0.05025,0.079,870.8542
Transit,2017,Ground,747,13.901,5780,1.12,1.2,4.33,0.28,4.62,2.1605156,0.03397,0.114,467.2101
Transit,2017,Ground,510,12.83,6346,1.21,1.17,4.38,0,9.44,1.3484954,0.02547,0.242,775.5052
Transit,2016,Ground,466,13.097,5715,0.99,1.11,4.35,0.02,3.88,4.2986432,0.05163,0.176,194.82979
Transit,2016,Ground,907,12.955,6071,1.3,2.04,3.94,-0.02,7.48,3.3023881,0.04735,0.245,206.5895
Transit,2016,Ground,840,12.766,6438,1.42,1.74,4.11,0.09,9.32,4.637038,0.0611,0.581,168.4499
Transit,2016,Ground,521,13.934,5498,0.93,0.92,4.48,0.01,2.6,3.1810781,0.04131,0.202,213.58176
Transit,2016,Ground,351,12.612,5670,1.03,1.07,4.39,0.16,2.35,4.6058749,0.05475,0.158,207.54299
Transit,2013,Ground,453,12.44,6351,0.44,1,4.22,-0.16,9.12,3.54785,,0,174.8065
Transit,2016,Ground,339,12.192,5943,1.09,1.06,4.42,0.06,4.11,3.1743516,0.04354,0.096,224.38798
Transit,2016,Ground,872,13.105,6050,1.27,1.87,4,0,7.01,3.37796,0.0478,0.233,279.6904
Transit,2016,Ground,839,14.384,5700,1.1,1.1,4.4,0.39,3.56,2.8126548,0.04024,0.471,292.4036
Transit,2016,Ground,255,11.911,5659,1.06,1.02,4.45,0.29,3.87,2.5495551,0.03727,0.08,378.85336
Transit,2016,Ground,532,13.849,5380,0.95,0.98,4.43,0.25,4.07,2.1061607,0.03166,0.108,299.07803
Transit,2016,Ground,557,12.56,6300,1.32,1.43,4.24,0.21,8.66,1.8209993,0.03199,0.306,388.38826
Transit,2018,Ground,962,14.386,6149,1.22,1.16,4.4,0.28,4.98,4.1752387,0.05425,0.105,1022.14128
Transit,2018,Ground,773,12.746,6572,1.38,1.62,4.16,0,7.75,4.5776348,0.06007,0.275,200.2329
Transit,2014,Ground,420,13.459,5403,1,0.93,4.51,0.43,0.7,2.516729,0.0362,0.013,420.471
Transit,2018,Ground,1431,13.377,6460,1.56,2.26,3.92,0.01,9.52,3.2642736,0.04997,0.312,505.3497
Transit,2018,Ground,800,12.681,6424,1.5,1.71,4.14,0.47,19.21,4.193649,0.0583,0.38,3082.951
Transit,2018,Ground,942,13.617,6060,1.27,1.48,4.2,0.22,6.04,2.292102,0.03689,0.229,597.5204
Transit,2018,Ground,341,13.593,5099,0.84,0.81,4.54,0.05,1.11,4.3888497,0.04944,0.173,82.95363
Transit,2018,Ground,463,14.428,5080,0.86,0.85,4.51,0.32,0.5,2.7439004,0.03649,0.279,177.9848
Transit,2018,Ground,818,13.307,6450,1.27,1.31,4.3,0.02,9.9,4.1876244,0.05511,0.24,222.481
Transit,2018,Ground,448,13.634,5495,0.92,0.85,4.54,-0.06,0.9,4.7423729,0.05367,0.559,54.98459
Transit,2014,Ground,257,12.63,5304,0.94,0.87,4.53,0.19,0.8,4.763387,0.0542,0.019,75.323
Transit,2017,Ground,717,14.033,5990,1.17,1.12,4.41,,3.76,3.8297015,0.05046,0.516,123.9537
Transit,2017,Ground,478,12.471,5758,1.19,1.44,4.2,,3.98,3.3488702,0.04639,0.33,244.09344
Transit,2017,Ground,631,13.669,6010,1.11,1.05,4.45,,4.59,1.36665436,0.02498,0.246,711.9392
Transit,2017,Ground,613,13.79,5644,0.96,1.1,4.34,,2.5,3.8537768,0.04753,0.33,189.10885
Transit,2015,Ground,148.4,15.16,3724,0.57,0.57,4.68,0.2,,3.3252725,0.03623,0,101.38777
Transit,2015,Ground,257,13.34,4985,0.85,0.81,4.54,0.25,0.5,3.185315,0.04012,0.17,38.1396
Transit,2015,Ground,829,14.03,5679,1.06,1.09,4.39,0.21,2,3.583893,0.04667,0.376,43.86054
Transit,2015,Ground,622,13.276,5366,1.03,1.5,4.09,0.34,4.58,1.915311,,,259.34928
Imaging,2014,Ground,97,6.704,10500,2.4,,,,,,53,,
RadialVelocity,2011,Ground,140.85,6.45,4891,2.28,10.06,2.79,0.07,1.6,157.57001,0.68,0.09,511.7063
RadialVelocity,2007,Ground,52.8,8.418,5533,0.83,1.04,4.32,0.25,,383.70001,1.03,0.36,327.3649
RadialVelocity,2010,Ground,39.02,7.321,5911,1.06,1.11,4.39,0.08,3,5.75969,0.06412,0.073,13.22173
RadialVelocity,2010,Ground,39.02,7.321,5911,1.06,1.11,4.39,0.08,3,16.357,0.12859,0.131,12.01397
RadialVelocity,2010,Ground,39.02,7.321,5911,1.06,1.11,4.39,0.08,3,49.748,0.2699,0.051,25.58532
RadialVelocity,2010,Ground,39.02,7.321,5911,1.06,1.11,4.39,0.08,3,122.744,0.4929,0.119,22.94733
RadialVelocity,2010,Ground,39.02,7.321,5911,1.06,1.11,4.39,0.08,3,604.67,1.427,0.263,23.26516
RadialVelocity,2010,Ground,39.02,7.321,5911,1.06,1.11,4.39,0.08,3,2205,3.381,0.095,65.66368
RadialVelocity,2005,Ground,30.5,8.21,5108,0.57,0.86,4.33,0.15,0.7,70.46,0.3,0.11,79.4575
RadialVelocity,2005,Ground,42,7.47,5655,1.06,1.23,4.29,0.28,0.88,20.8133,0.15,0.12,54.0311
RadialVelocity,2006,Ground,28.98,8.062,5301,0.76,0.82,4.49,0.04,2.6,4.11377,0.05,0,130.3103
RadialVelocity,2008,Ground,164.2,8.69,4790,1.45,10.3,2.58,-0.41,3,127.58,0.51,0.05,1570.0802
RadialVelocity,2011,Ground,138.5,8.04,4745,3.21,9.82,2.96,0.05,2.6,778.09998,1.81,0.21,2593.4928
RadialVelocity,2010,Ground,9.24,4.91,5630,0.85,,4.57,-0.26,0.7,122.1,0.46,0.34,16
RadialVelocity,2010,Ground,121.07,7.851,4994,1.59,4.41,3.35,0.13,,6.4948,0.08,0.05,292.4036
RadialVelocity,2009,Ground,49.33,9.391,5250,0.8,0.88,4.45,0.22,,47.84,0.25,0,28.6047
RadialVelocity,2014,Ground,41.6,9.49,5017,0.79,0.73,4.43,-0.02,0.42,4.5557,0.0498,0.086,197.046
RadialVelocity,2013,Ground,53.08,7.121,6489,1.33,,4.26,0.28,8.1,5.8881,0.07,0.09,116
RadialVelocity,2009,Ground,20.82,7.93,4937,0.62,0.74,4.49,0,1.61,55.806,0.26,0,50.8528
RadialVelocity,2014,Ground,129.65,7.84,5034,2.58,4.73,3.5,0.11,,1043,2.34,0.11,934.4202
RadialVelocity,2003,Ground,102.04,5.8,4877,2.3,11,2.85,-0.15,,199.505,0.95,0.09,2637.9
RadialVelocity,2002,Ground,37.4,7.408,5874,1.01,1.1,4.36,-0.06,1.9,1531,2.61,0.48,2202.5619
RadialVelocity,2011,Ground,87.87,7.577,5638,1.32,2.5,3.9,0.08,3.13,2890,4.3,0.402,3496
Transit,2017,Space,,8.951,6254,1.03,1.28,4.23,-0.278,12.9,9.55385,0.08887,0.31,
Transit,2017,Space,,8.951,6254,1.03,1.28,4.23,-0.278,12.9,21.058,0.1503,0.18,
RadialVelocity,2006,Ground,17.35,5.52,6218,1.11,1.1,4.62,0,4.9,989.2,2.015,0.15,298.75
RadialVelocity,2012,Ground,36.36,7.972,5362,0.97,1.62,4.41,0.03,1,3630,4.59,0.572,3054.22
Imaging,2013,Ground,91.83,7.797,6516,1.5,,,,,,650,,3496
RadialVelocity,1999,Ground,32.6,6.279,5680,1.11,,,0.17,2.5,1075.2,2.131,0.099,1973.64
RadialVelocity,2005,Ground,51.26,8.015,5797,1.12,,4.45,0.314,0.73,48.056,0.269,0.05,66.741
RadialVelocity,2002,Ground,38.56,6.995,6265,1.27,,4.59,0.2,5.3,10.8985,0.102,0.53,82.95
RadialVelocity,2014,Ground,49.4,9.36,5122,0.84,0.79,4.45,0.04,2,1129,2,0.85,1112.4
RadialVelocity,2011,Ground,138.5,7.89,4863,2.17,7.19,3.06,0,1.06,443.39999,1.45,0,902.6372
RadialVelocity,2002,Ground,68.5,8.738,5600,1.1,1.05,4.44,0.26,2.2,394.48123,1.04,0.13,451.3186
RadialVelocity,2005,Ground,68.5,8.738,5600,1.1,1.05,4.44,0.26,2.2,1624,2.659,0.239,314.64
RadialVelocity,2010,Ground,65.6,8.77,5844,1.2,1.07,4.46,0.1,3,68.27,0.33,0.12,273.3338
RadialVelocity,2013,Ground,56.92,8.055,5783,1.05,,4.28,0.1,2.7,7.8543,0.079,0.25,17.162
RadialVelocity,2013,Ground,56.92,8.055,5783,1.05,,4.28,0.1,2.7,30.93,0.196,0.15,24.154
RadialVelocity,2005,Ground,59.03,8.208,5858,1.23,1.28,4.31,0.27,2,5.24,0.06,0,88.9924
RadialVelocity,2009,Ground,90,4.66,4445,2.17,20.9,2.1,0.19,2,835.477,2.14,0.462,3524.59
RadialVelocity,2003,Ground,28.88,7.59,5512,0.84,0.9,4.45,-0.43,1.2,1143,1.97,0.2,2269.3062
RadialVelocity,2017,Ground,108.46,6.427,4884,1.94,8.03,3.1,0.07,3.1,1056.4,2.5,0.26,1398.452
RadialVelocity,2016,Ground,32.73,6.11,6557,1.18,1.45,4.19,0.07,20,825.9,1.82,0.03,1433.4133
RadialVelocity,2013,Ground,37.42,6.008,6576.6,1.4,1.5,4.21,0.07,6.3,324,0.92,0.46,899.42
RadialVelocity,2010,Ground,15.9,9.057,4462,0.58,0.53,3.79,-0.24,2,663.2,1.24,0.14,114.41
RadialVelocity,2010,Ground,15.9,9.057,4462,0.58,0.53,3.79,-0.24,2,1818,2.44,0.2,295.57
RadialVelocity,2017,Ground,101.63,4.82,4181,1.49,25.11,1.86,0.13,3.3,610.2,1.6,0.28,2002.329
RadialVelocity,2003,Ground,28.04,8.73,4836,0.6,0.76,4.45,-0.05,1,937.70001,1.73,0.23,362.3262
RadialVelocity,2014,Ground,20.48,4.85,5729,1.36,,3.97,0.18,2.7,3827,5.16,0.25,152.55
RadialVelocity,2002,Ground,35,6.68,5835,1.24,1.55,4.15,-0.28,2.29,1114,2.1,0.17,346.4347
RadialVelocity,1989,Ground,40.57,7.301,5869,0.8,1.2,4.18,-0.72,1.77,83.9151,0.36,0.34,3397.6027
RadialVelocity,2001,Ground,20.4,7.55,5135,0.85,,,0.21,0.9,493.7,1.16,0.144,349.6
RadialVelocity,2007,Ground,51.7,7.51,6183,1.51,1.24,4.43,0.34,5,1405,2.6,0.3,1760.7782
RadialVelocity,2008,Ground,51.7,7.51,6183,1.51,1.24,4.43,0.34,5,223.6,0.721,0.24,114.41
RadialVelocity,2011,Ground,110.62,8.04,4819,0.83,4.89,2.98,0.09,0.46,670,1.65,0,444.962
RadialVelocity,2004,Ground,33.01,7.26,5662,0.96,1.11,4.33,0.24,1.05,2597,3.74,0.14,549.8459
RadialVelocity,2015,Ground,231.5,6.87,4312,0.72,20.58,1.67,-0.74,2.3,433.70001,1.09,0.19,1789.3829
RadialVelocity,2004,Ground,38.02,7.169,5977,1.17,1.2,4.35,0.01,3.2,25.827,0.17,0.42,60.3877
RadialVelocity,2005,Ground,88.57,8.05,5864,1.84,2.06,4.08,0.23,4.7,6.1335,0.07,0.31,886.7457
RadialVelocity,2005,Ground,33.98,6.42,5349,1.12,,4.03,0.122,2.74,1945,3.16,0.041,198
RadialVelocity,2008,Ground,33.98,6.42,5349,1.12,,4.03,0.122,2.74,37.91,0.229,0.3,25
RadialVelocity,2005,Ground,66.49,4.69,4970,1.91,10.09,2.9,-0.21,2.4,711,1.93,0.4,2080
RadialVelocity,2013,Ground,97.66,5.899,4892,2.39,9.12,2.71,0.09,2.44,2082,4.3,0.66,1430.2
RadialVelocity,2003,Ground,44.37,7.517,6027,1.62,1.07,4.59,0.15,2.6,63.33,0.33,0.03,479.9233
RadialVelocity,2016,Ground,51.1,8.17,5920,1.01,,4.65,0.05,8.2,58.83,0.297,0.07,947.1334
RadialVelocity,2009,Ground,27.45,9.03,4691,0.29,0.74,4.17,0.08,1.5,9.6737,0.08,0,6.3566
RadialVelocity,2007,Ground,52.83,8.317,5931,1.19,1.07,4.45,0.24,2.1,559.40485,1.37,0.46,1026.5909
RadialVelocity,2009,Ground,52.83,8.317,5931,1.19,1.07,4.45,0.24,2.1,4.1547,0.05,0.27,18
RadialVelocity,2009,Ground,52.83,8.317,5931,1.19,1.07,4.45,0.24,2.1,3008,4.2,0.28,2286
RadialVelocity,2015,Ground,158.4,6.98,4835,0.67,11.02,2.18,-0.57,4.8,133.60001,0.54,0.04,622.9468
RadialVelocity,2000,Ground,37.16,7.425,5645,1.2,1.2,4.36,0.36,1.3,262.70862,0.84,0.38,772.3269
RadialVelocity,2002,Ground,37.16,7.425,5645,1.2,1.2,4.36,0.36,1.3,1708,2.8145,0.031,575.884
RadialVelocity,2009,Ground,68.35,8.788,5568,1.26,1.32,4.3,0.54,1.5,1244,2.37,0.41,130.3103
RadialVelocity,2002,Ground,16.52,7.51,,0.83,0.76,4.61,,3.65,453.019,1.084,0.303,562.24127
RadialVelocity,2005,Ground,16.52,7.51,,0.83,0.76,4.61,,3.65,921.538,1.74,0.159,1204.25787
RadialVelocity,2016,Ground,26.03,8.29,4875,0.65,0.85,4.52,0.17,1.3,298.2,0.87,0.57,282.8687
RadialVelocity,2009,Ground,67.61,8.8,,0.99,,,0.25,3,1840,2.9,0.7,508.507
RadialVelocity,1999,Ground,29.76,8.031,5387,0.92,0.85,4.52,,0.5,10.70871,0.0925,0.029,365.49
RadialVelocity,2011,Ground,121.36,7.96,4886,1.62,5.54,3.16,0.12,0.48,883,2.11,0.16,711.9392
RadialVelocity,2008,Ground,57.21,8.128,5892,1.19,1.08,4.45,0.3,3,1951,3.17,0.64,6076.9096
RadialVelocity,2005,Ground,300.3,7.556,4175,2.24,38.41,1.62,-0.37,,471.60001,1.25,0.27,3480.2385
RadialVelocity,2007,Ground,70.97,8.467,5783,1.03,1.34,4.2,0.14,,974,1.98,0.34,1709.9254
RadialVelocity,2011,Ground,98.52,8.928,6073,1.08,1.09,4.42,-0.06,,1544,2.62,0.22,473.547
RadialVelocity,2016,Ground,47,8.4,5799,0.95,,4.39,-0.306,4,649,1.44,0.33,451.3186
RadialVelocity,2016,Ground,47,8.4,5799,0.95,,4.39,-0.306,4,3568,4.49,0.49,133.4886
RadialVelocity,2016,Ground,47,8.42,5805,0.93,,4.41,-0.281,7,5769,6.15,0.61,794.575
RadialVelocity,1999,Ground,22.2,6.45,5736,1.1,1.22,4.31,0.28,2.2,258.17999,0.81,0.23,511.7063
RadialVelocity,2009,Ground,22.2,6.45,5736,1.1,1.22,4.31,0.28,2.2,5000,5.8,0.12,260
RadialVelocity,2009,Ground,106.38,7.879,4989,1.48,3.78,3.45,-0.11,,464.29999,1.29,0.25,680.1562
RadialVelocity,2011,Ground,38.45,8.696,5181,0.68,0.88,4.39,0.19,4,330,0.89,0.36,63.566
RadialVelocity,2013,Ground,66.89,7.508,6255,1.29,1.67,4.11,0.01,4.2,19.382,0.154,0.02,274.91
RadialVelocity,2013,Ground,66.89,7.508,6255,1.29,1.67,4.11,0.01,4.2,931,2.03,0.12,1630.4
RadialVelocity,2009,Ground,45.52,7.597,5867,1.3,1.25,4.36,0.05,2,4218,5.15,0.02,699.226
RadialVelocity,2008,Ground,121.36,5.964,4700,1.35,11.47,2.9,-0.13,,1125.7,2.36,0.1,3101.89
RadialVelocity,2014,Ground,163.4,6.53,4815,2.4,12.4,2.61,-0.1,1,1455,3.4,0.533,2479
RadialVelocity,2014,Ground,36.2,7.2,5600,1.07,,4.28,0.35,2.9,94.44,0.415,0.04,143.34133
RadialVelocity,2014,Ground,36.2,7.2,5600,1.07,,4.28,0.35,2.9,201.99,0.689,0.048,422.7139
RadialVelocity,2014,Ground,36.2,7.2,5600,1.07,,4.28,0.35,2.9,1069.8,2.09,0.074,375.0394
RadialVelocity,2014,Ground,36.2,7.2,5600,1.07,,4.28,0.35,2.9,5000,5,0.26,209.7678
RadialVelocity,2002,Ground,33.46,7.25,5870,1.09,1.03,4.45,0.11,1.9,653.21997,1.5,0.41,3079.7727
RadialVelocity,2001,Ground,25.64,5.7,6245,1.23,1.47,4.62,0.09,10.4,349.7,1.02,0.17,397.27
RadialVelocity,2012,Ground,25.64,5.7,6245,1.23,1.47,4.62,0.09,10.4,6005,6.8,0.21,1684.4
RadialVelocity,2005,Ground,35.87,7.7,5421,0.9,1.04,4.35,0.19,1.2,1928,2.93,0.53,1411.1652
RadialVelocity,2011,Ground,106.38,7.63,4922,3.5,4.63,3.65,0.17,2.66,1299,2.78,0,975.7381
RadialVelocity,2003,Ground,34.57,7.327,5940,1.07,1.04,4.44,0.13,3.3,386.29999,1.06,0.5,530.7761
RadialVelocity,2016,Ground,48.7,6.75,6380,1.51,,4.37,0.15,9.1,2.1974,0.0379,0.07,384.5743
RadialVelocity,2008,Ground,65.66,9.2,5505,0.95,0.99,4.42,0.22,1.5,1046.2,1.98,0.193,1106.0484
RadialVelocity,2008,Ground,55.19,8.095,6014,1.2,1.05,4.47,0.11,5,103.95,0.45,0.31,1913.3366
RadialVelocity,2010,Ground,126.1,6.566,4769,1.23,10.52,2.48,-0.25,,176.3,0.76,0.11,708.7609
RadialVelocity,2015,Ground,240.32,8.5,,1.75,5.38,3.23,,,2730,4.6,0.053,724.62
RadialVelocity,2010,Ground,23.44,6.47,5765,1.02,,4.38,0.19,1.6,5.77152,0.0634,0.172,6.44
RadialVelocity,2015,Ground,23.44,6.47,5765,1.02,,4.38,0.19,1.6,13.5052,0.1117,0.305,5.59
RadialVelocity,2009,Ground,42.96,8.3,5441,0.93,,4.42,0.1,1.56,44.236,0.2388,0.4686,674
RadialVelocity,2009,Ground,42.96,8.3,5441,0.93,,4.42,0.1,1.56,1008,1.922,0.133,2080
RadialVelocity,2017,Ground,10.73,8.6,4090,0.58,0.57,,0.16,2.7,86.54,0.3193,0.01,24.7
RadialVelocity,2003,Ground,12.87,5.39,5883,1.11,,4.51,0.06,1.5,528.4,1.32,0.26,385
RadialVelocity,2016,Ground,104.93,7.96,5972,1.38,2.29,3.86,0.03,5.9,116.596,0.522,0.207,1633.6462
RadialVelocity,2016,Ground,104.93,7.96,5972,1.38,2.29,3.86,0.03,5.9,491.54,1.36,0.23,731.009
RadialVelocity,2009,Ground,53.05,7.689,6308,1.22,1.21,4.56,0.29,6,1027,2.45,0.52,270.144
RadialVelocity,2009,Ground,59.28,6.895,5025,1.64,3.86,3.48,0.08,2.1,331.5,1.04,0.16,413.179
RadialVelocity,2005,Ground,78.86,8.15,6179,1.42,1.41,4.37,0.32,6,2.87589,,0,120.7754
RadialVelocity,2005,Ground,63.49,7.893,6013,1.73,1.63,4.25,0.36,,4.072,0.05,0.02,537.1327
RadialVelocity,2011,Ground,167.5,8.52,5049,1.61,4.5,3.4,0.09,2.7,431.8,1.31,0.101,985.2
RadialVelocity,2012,Ground,27.23,7.02,5961,1.17,0.96,4.5,-0.01,3.7,5894,6.7,0.38,861.28
RadialVelocity,2009,Ground,83.33,9.18,5726,1.1,1.15,4.36,0.16,1.8,2899,3.98,0.52,692.8694
RadialVelocity,2011,Ground,182.82,8.54,5095,1.72,4.8,3.31,-0.3,0.5,689,1.49,0,724.6524
RadialVelocity,2008,Ground,51.87,7.39,6124,1.25,1.28,4.32,-0.01,5,499.39999,1.28,0.34,937.5985
RadialVelocity,2006,Ground,18.06,6.76,5468,0.71,0.85,4.43,-0.11,1.2,3341.55884,4.21,0.04,260.6206
RadialVelocity,2008,Ground,64.77,8.21,5743,1.18,1.32,4.27,0.25,2.2,163.94,0.6,0.61,1706.7471
RadialVelocity,2004,Ground,68.54,7.238,5589,1.96,2.3,4.01,-0.22,1.4,408.60001,1.29,0.46,778.6835
RadialVelocity,2014,Ground,68.54,7.238,5589,1.96,2.3,4.01,-0.22,1.4,3452,5.36,0.06,819.97
RadialVelocity,2015,Ground,75.13,6.818,4960,1.69,5.03,3.17,0.08,1.67,818.8,2,0.04,826.358
RadialVelocity,2007,Ground,43,7.27,5905,1.15,1.38,4.22,-0.6,2,194.3,0.63,0.17,314.6517
RadialVelocity,2007,Ground,43,7.27,5905,1.15,1.38,4.22,-0.6,2,391.9,1.02,0.16,261
RadialVelocity,2011,Ground,35.37,8.1,5453,0.95,0.95,4.46,0.14,2.51,131.05,0.49,0.71,3140.1604
RadialVelocity,2009,Ground,55.1,6.673,5900,1.25,2.16,4.07,-0.12,3.3,842.2,1.88,0.22,235.18
RadialVelocity,2010,Ground,24.05,8.42,4850,0.77,0.72,4.6,0.05,,4.6455,0.05,0,4.15
RadialVelocity,2007,Ground,49,6.506,6090,1.38,1.9,4.02,0.15,5.05,359.51001,1.12,0.85,3391.2461
RadialVelocity,2011,Ground,114.15,7.64,4860,1.3,4.5,3.24,0.19,1.66,521,1.5,0.29,486.2799
RadialVelocity,2018,Ground,294.1,5.706,4069,1.8,50.3,1.4,-0.2,4.2,820.2,2.1,0.13,4449.62
RadialVelocity,2013,Ground,68.59,8.646,6123,1.12,1.12,4.55,0.05,3.8,12.62,0.11,0.02,359.13
RadialVelocity,2013,Ground,68.59,8.646,6123,1.12,1.12,4.55,0.05,3.8,248.4,0.8,0.075,603.9
RadialVelocity,2006,Ground,52.72,7.242,5566,1.42,1.97,4,-0.05,2.1,1178.40002,2.3,0.01,797.7533
RadialVelocity,2012,Ground,52.72,7.242,5566,1.42,1.97,4,-0.05,2.1,352.3,1,0.15,232.01
RadialVelocity,2015,Ground,84.6,7.52,4757,1.72,4.33,3.4,0.21,0.54,577.90002,1.49,0.08,368.6828
RadialVelocity,2015,Ground,84.6,7.52,4757,1.72,4.33,3.4,0.21,0.54,2111,3.52,0.098,1110
RadialVelocity,2000,Ground,15.28,5.15,5807,1.08,,4.37,0.263,4.07,643.25,1.497,0.128,343.24
RadialVelocity,2004,Ground,15.28,5.15,5807,1.08,,4.37,0.263,4.07,4205.8,5.235,0.0985,576.519
RadialVelocity,2004,Ground,15.28,5.15,5807,1.08,,4.37,0.263,4.07,9.6386,0.09094,0.172,10.5547
RadialVelocity,2006,Ground,15.28,5.15,5807,1.08,,4.37,0.263,4.07,310.55,0.921,0.0666,165.8685
RadialVelocity,2000,Ground,35.91,6.83,5757,1.11,1.48,4.14,0.13,1.93,75.523,0.36,0.25,82.6358
RadialVelocity,2009,Ground,59.84,7.282,5981,1.63,1.72,4.18,0.3,5.1,990,2.12,0.6,1620.933
RadialVelocity,2002,Ground,31.26,9.1,4723,0.42,0.75,4.31,-0.1,1.9,8.4282,0.08,0.28,3127.4472
RadialVelocity,2010,Ground,69.44,7.979,5543,1.09,1.63,4.04,0.21,1.49,75.29,0.36,0.73,244.72
RadialVelocity,2010,Ground,69.44,7.979,5543,1.09,1.63,4.04,0.21,1.49,1314,2.42,0.12,727.8
RadialVelocity,2008,Ground,25.54,5.78,,1.2,,,0.06,2.1,17.24,0.14,0.2,22.1
RadialVelocity,2010,Ground,51.81,8.103,5922,1.13,1.06,4.44,0.21,2.4,282.4,0.875,0.26,152.55
RadialVelocity,2015,Ground,28.93,7.1,5790,0.99,,4.44,-0.04,2.1,40,0.23,0.088,16.14
RadialVelocity,2009,Ground,37.98,9.7,,0.8,,,-0.18,2,606.4,1.3,0.24,858.105
RadialVelocity,2005,Ground,22.13,6.99,5372,0.76,0.97,4.35,0.17,2,1155,2.1,0.05,98.5273
RadialVelocity,2016,Ground,22.13,6.99,5372,0.76,0.97,4.35,0.17,2,75.765,0.3351,0.22,12.9
RadialVelocity,2016,Ground,64.98,9.36,5426,1.02,0.95,4.49,0.09,1.5,434.5,1.13,0.2,918.5287
RadialVelocity,2015,Ground,110.62,8.17,6317,1.5,1.93,4.06,0.37,5.6,270,0.94,0.63,2040
RadialVelocity,2012,Ground,42.99,9.344,5127,0.81,,4.43,-0.09,1.42,5144,5.42,0.734,1121.89
RadialVelocity,2007,Ground,50,5.94,4943,1.5,4.5,3.28,0,0.67,420.77,1.32,0.089,540.29
RadialVelocity,1998,Ground,37.88,6.917,5491,0.99,1.51,4.07,0.04,2.2,58.11247,0.2931,0.52883,2434.157
RadialVelocity,2000,Ground,37.88,6.917,5491,0.99,1.51,4.07,0.04,2.2,1749.83,2.8373,0.2113,5464.221
RadialVelocity,2002,Ground,43.12,7.946,5570,1.07,1.09,4.39,-0.08,1,6.404,0.07,0.11,85.8141
RadialVelocity,2010,Ground,7.01,9.17,4374,1.86,21.66,2.04,-0.27,3.5,533,1.36,0.64,2793.7257
RadialVelocity,2000,Ground,36.32,5.902,6299,1.4,,4.1,0.21,3.3,225.62,0.81,0.31,915.31
RadialVelocity,2003,Ground,36.32,5.902,6299,1.4,,4.1,0.21,3.3,2102,3.6,0.33,1283.98
RadialVelocity,2007,Ground,64.98,8.21,5842,1.1,1.24,4.3,0.29,1.7,1145,2.24,0.11,209.7678
RadialVelocity,2007,Ground,225.31,7.732,4326,6.73,13.58,3,0.18,,359.89999,1.31,0.17,3219.6179
RadialVelocity,2007,Ground,90,8.31,5671,1.53,2.47,3.84,-0.48,2.3,550,1.32,0.59,832.7146
RadialVelocity,2009,Ground,44.05,8.66,5467,0.94,,4.43,0.17,1.48,1523,2.54,0.4,826.32
RadialVelocity,2007,Ground,75,8.172,6040,1.41,1.55,4.2,0.19,1.5,21.21663,,0.68,1115.5833
RadialVelocity,2008,Ground,134.95,6.057,4683,2,13.5,2.48,-0.22,,323.6,1.16,0.21,858.1
RadialVelocity,2009,Ground,67.02,8.01,5635,1.37,1.75,4.09,0.28,,1290,2.4,0.54,2850.9351
RadialVelocity,2007,Ground,127.55,8.03,5036,2.12,4.47,3.46,-0.09,2.9,297.29999,0.96,0.33,228.8376
RadialVelocity,2015,Ground,45.27,8.61,5392,0.71,0.7,4.64,-0.62,1.31,29.01,,0.11,8.98
RadialVelocity,2017,Ground,44.5,7.56,5904,0.98,1.18,4.34,-0.16,2.3,623.8,1.42,0.13,276.5121
RadialVelocity,2017,Ground,26.4,8.42,4931,0.79,0.78,4.44,0.03,1.1,6.4898,0.06296,0.066,5.74
RadialVelocity,2017,Ground,26.4,8.42,4931,0.79,0.78,4.44,0.03,1.1,16.8191,0.11878,0.111,9.18
RadialVelocity,2017,Ground,17.17,6.16,,1,,,,0,44.505,0.246,0.0593,15.1
RadialVelocity,1999,Ground,59.03,7.177,4901,1.7,3.26,3.64,0.42,2.5,410.10001,1.14,0.1,537.1327
RadialVelocity,2010,Ground,59.03,7.177,4901,1.7,3.26,3.64,0.42,2.5,110.9,0.5137,0.3,47.6725
RadialVelocity,2001,Ground,47,7.792,5588,1.24,1.08,4.46,0.24,1.9,71.484,0.34,0.11,2552.1749
RadialVelocity,2008,Ground,63.69,7.95,5730,1.53,1.7,4.16,0.25,1,14.476,0.12,0.12,31.783
RadialVelocity,2000,Ground,27.05,6.25,6168,1.21,,4.34,0.137,6.3,3.092514,0.0443,0.022,291.12
RadialVelocity,2010,Ground,131.75,6.608,4924,2.2,8.13,2.96,0.14,,396.03,1.46,0.26,6397.9179
RadialVelocity,2009,Ground,114.55,7.778,4992,1.52,3.78,3.46,-0.01,,479,1.38,0.09,495.8148
RadialVelocity,2009,Ground,110.62,7.55,5005,2.25,5.09,3.38,0.21,1.9,663,1.78,0.18,1204.5757
RadialVelocity,2008,Ground,26.15,8.4,4918,0.63,0.79,4.45,0.38,1.5,9.3743,0.08,0.4,6.3566
