pl_discmethod,pl_disc,pl_locale,ra,dec,st_glon,st_glat,st_elon,st_elat,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,st_sp,st_spstr,st_logg,st_lum,st_metfe,st_metratio,st_vsini,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmasse,pl_bmassprov,pl_rade,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag
Transit,2017,Space,207.349533,-12.284491,324.429527,48.153199,209.77257,-0.953868,,11.915,V (Johnson),5010,0.74,0.71,5.3,K3 V,4.6,,-0.34,[Fe/H],,K2-110,b,1,13.86375,0.1021,0.079,16.7,Mass,2.592,1,1,0,0,0,0
Transit,2017,Space,59.889755,21.298685,170.97809,-23.551023,62.131822,0.725234,,11.137,V (Johnson),5730,0.88,1.23,,,4.15,0.279,-0.53,[Fe/H],,K2-111,b,1,5.35117,0.0621,0,8.6,Mass,1.9,1,1,0,0,0,0
Transit,2017,Space,19.449286,6.868895,134.509528,-55.409194,20.546039,-1.247384,,13.684,V (Johnson),5627,1.01,1.05,4,G,4.4,0.009,0.18,[Fe/H],2.06,K2-113,b,1,5.817608,0.0558,0,410.0007,Mass,10.424,1,1,0,0,0,0
Transit,2017,Space,127.882965,11.922265,213.245934,27.550837,127.229266,-6.75606,,14.556,V (Johnson),5027,0.83,0.83,,,4.48,,0.41,[Fe/H],,K2-114,b,1,11.39109,0.09309,0,587.9855,Mass,10.559,1,1,0,0,0,0
Transit,2017,Space,126.553444,12.281936,212.273944,26.51656,125.871505,-6.722044,,13.362,V (Johnson),5560,0.83,0.88,,,4.46,,-0.22,[Fe/H],,K2-115,b,1,20.273034,0.1367,0.137,266.9772,Mass,12.498,1,1,0,0,0,0
Transit,2017,Space,336.151611,-11.578691,49.973015,-52.23223,333.678882,-1.523994,56.15,10.91,V (Johnson),4348.35,0.69,0.67,,,,,,,,K2-116,b,1,4.655411,0.048,0.06,,,0.69,1,0,0,0,0,0
Transit,2017,Space,133.855682,10.469131,217.624984,32.245852,133.30552,-6.623544,100,14.655,V (Johnson),3842.12,0.58,0.49,6.1,M1.0 V,,,,,,K2-117,b,2,1.291505,0.019,0.06,,,1.96,1,0,0,0,0,0
Transit,2017,Space,133.855682,10.469131,217.624984,32.245852,133.30552,-6.623544,100,14.655,V (Johnson),3842.12,0.58,0.49,6.1,M1.0 V,,,,,,K2-117,c,2,5.44482,0.051,0.15,,,2.03,1,0,0,0,0,0
Transit,2017,Space,132.126892,15.655983,211.191835,32.820817,130.264624,-2.090507,,14.049,V (Johnson),4726.29,0.76,0.73,,,,,,,,K2-118,b,1,50.92092,0.245,0.2,,,2.54,1,0,0,0,0,0
Transit,2017,Space,132.009735,16.901854,209.765182,33.18603,129.823911,-0.919715,,14.883,V (Johnson),4752.8,0.76,0.68,,,,,,,,K2-119,b,1,7.728578,0.07,0.07,,,2.29,1,0,0,0,0,0
Transit,2015,Space,173.192032,2.244884,262.463031,58.791337,172.861649,-0.640512,,12.258,V (Johnson),5800,1.01,1.01,,,,,0.03,[Fe/H],,K2-12,b,1,8.28212,0.0802,,,,2.33,1,0,0,0,0,0
Transit,2017,Space,132.14299,17.190685,209.500311,33.411071,129.869708,-0.607373,,14.045,V (Johnson),4349.9,0.69,0.67,,,,,,,,K2-120,b,1,9.562742,0.078,0.14,,,2.01,1,0,0,0,0,0
Transit,2017,Space,126.936722,17.579397,206.933094,28.937201,124.964044,-1.489316,,13.319,V (Johnson),4471.38,0.71,0.77,,,,,,,,K2-121,b,1,5.185754,0.052,0.22,,,9.12,1,0,0,0,0,0
Transit,2017,Space,126.476311,20.35957,203.781091,29.532286,123.880001,1.107597,74,13.15,V (Johnson),3993.36,0.63,0.59,,,,,,,,K2-122,b,1,2.219405,0.029,0.21,,,1.28,1,0,0,0,0,0
Transit,2017,Space,134.444183,21.453533,205.513561,36.914144,130.795428,4.08612,156,14.781,V (Johnson),4075.67,0.65,0.57,,,,,,,,K2-123,b,1,30.956763,0.167,0.06,,,2.65,1,0,0,0,0,0
Transit,2017,Space,133.64119,23.132891,203.231642,36.725913,129.61147,5.493344,,15.105,Kepler-band,3560.7,0.44,0.34,,,,,,,,K2-124,b,1,6.413539,0.051,0.08,,,2.64,1,0,0,0,0,0
Transit,2017,Space,204.14212,-14.947603,318.877281,46.522169,207.815782,-4.557815,,16.122,V (Johnson),3654.47,0.49,0.4,,,,,,,,K2-125,b,1,21.750264,0.121,0.08,,,2.18,1,0,0,0,0,0
Transit,2017,Space,203.546539,-13.576928,318.558326,47.993584,206.77583,-3.492086,,12.918,V (Johnson),4367.83,0.7,0.62,,,,,,,,K2-126,b,1,7.387073,0.066,0.06,,,1.84,1,0,0,0,0,0
Transit,2017,Space,207.078384,-11.588979,324.401719,48.897357,209.278354,-0.397183,,15.037,V (Johnson),4387.84,0.7,0.68,,,,,,,,K2-127,b,1,3.588165,0.041,0.12,,,8.66,1,0,0,0,0,0
Transit,2017,Space,204.437653,-8.597065,321.981376,52.553325,205.779176,1.464811,,12.627,V (Johnson),4469.51,0.71,0.78,,,,,,,,K2-128,b,1,5.675819,0.056,0.23,,,1.42,1,0,0,0,0,0
Transit,2017,Space,289.148315,-25.644964,12.144837,-16.572713,287.229942,-3.343776,,13.63,V (Johnson),3459.09,0.36,0.36,,,,,,,,K2-129,b,1,8.239493,0.057,0.13,,,1.04,1,0,0,0,0,0
Transit,2015,Space,170.155533,2.502696,257.617105,57.156218,169.970607,-1.597707,,12.901,V (Johnson),5698,0.8,0.78,,,,,-0.54,[Fe/H],,K2-13,b,1,39.91488,0.2114,,,,1.89,1,0,0,0,0,0
Transit,2017,Space,290.270264,-19.690807,18.257103,-15.172128,289.055307,2.417594,,12.759,V (Johnson),4356.47,0.7,0.74,,,,,,,,K2-130,b,1,2.49412,0.032,0.17,,,1.25,1,0,0,0,0,0
Transit,2017,Space,182.751556,-9.765218,286.680756,51.82621,186.426324,-7.862519,,12.115,V (Johnson),5200,0.84,0.81,,,4.62,,0,[Fe/H],4.4,K2-131,b,1,0.3693038,,0,6.5,Mass,1.81,1,1,0,0,0,0
Transit,2017,Space,182.166397,-8.747175,285.334227,52.656993,185.481019,-7.161352,,11.897,V (Johnson),4840,1.08,3.85,,,3.3,,-0.01,[Fe/H],,K2-132,b,1,9.1751,,,155.7367,Mass,14.572,1,1,0,0,0,0
Transit,2017,Space,70.148567,25.010006,174.753465,-14.067967,72.054714,2.798964,,14.288,V (Johnson),3655,0.51,0.47,6.1,M1 V,,-1.444,,,,K2-133,b,3,3.0712,0.033,,,,1.31,1,0,0,0,0,0
Transit,2017,Space,70.148567,25.010006,174.753465,-14.067967,72.054714,2.798964,,14.288,V (Johnson),3655,0.51,0.47,6.1,M1 V,,-1.444,,,,K2-133,c,3,4.8682,0.045,,,,1.48,1,0,0,0,0,0
Transit,2017,Space,70.148567,25.010006,174.753465,-14.067967,72.054714,2.798964,,14.288,V (Johnson),3655,0.51,0.47,6.1,M1 V,,-1.444,,,,K2-133,d,3,11.0234,0.077,,,,2.02,1,0,0,0,0,0
Transit,2017,Space,67.41246,22.882721,174.775021,-17.35074,69.272288,1.054127,,10.9,Kepler-band,4499,0.74,0.66,5.5,K5.5,4.66,-0.788,0.15,[Fe/H],3,K2-136,b,3,7.975292,,0.1,,,0.99,1,0,0,0,0,0
Transit,2017,Space,67.41246,22.882721,174.775021,-17.35074,69.272288,1.054127,,10.9,Kepler-band,4499,0.74,0.66,5.5,K5.5,4.66,-0.788,0.15,[Fe/H],3,K2-136,c,3,17.307137,,0.13,,,2.91,1,0,0,0,0,0
Transit,2017,Space,67.41246,22.882721,174.775021,-17.35074,69.272288,1.054127,,10.9,Kepler-band,4499,0.74,0.66,5.5,K5.5,4.66,-0.788,0.15,[Fe/H],3,K2-136,d,3,25.575065,,0.14,,,1.45,1,0,0,0,0,0
Transit,2017,Space,186.870728,-6.195224,292.192696,56.176223,188.757188,-2.963709,,15.498,V (Johnson),3492,0.46,0.44,6.3,M3 V,4.82,,0.08,[Fe/H],,K2-137,b,1,0.179715,0.0058,0,158.915,Mass,0.89,1,0,0,0,0,0
Transit,2017,Space,348.949036,-10.849696,64.215876,-62.238813,345.594129,-5.613468,183,12.21,V (Johnson),5378,0.93,0.86,5.1,K1 V,4.59,,0.16,[Fe/H],2.7,K2-138,b,5,2.35322,0.0338,0.403,,,1.57,1,0,0,0,0,0
Transit,2017,Space,348.949036,-10.849696,64.215876,-62.238813,345.594129,-5.613468,183,12.21,V (Johnson),5378,0.93,0.86,5.1,K1 V,4.59,,0.16,[Fe/H],2.7,K2-138,c,5,3.55987,0.04454,0.296,,,2.52,1,0,0,0,0,0
Transit,2017,Space,348.949036,-10.849696,64.215876,-62.238813,345.594129,-5.613468,183,12.21,V (Johnson),5378,0.93,0.86,5.1,K1 V,4.59,,0.16,[Fe/H],2.7,K2-138,d,5,5.40478,0.05883,0.348,,,2.66,1,0,0,0,0,0
Transit,2017,Space,348.949036,-10.849696,64.215876,-62.238813,345.594129,-5.613468,183,12.21,V (Johnson),5378,0.93,0.86,5.1,K1 V,4.59,,0.16,[Fe/H],2.7,K2-138,e,5,8.26144,0.07807,0.315,,,3.29,1,0,0,0,0,0
Transit,2017,Space,348.949036,-10.849696,64.215876,-62.238813,345.594129,-5.613468,183,12.21,V (Johnson),5378,0.93,0.86,5.1,K1 V,4.59,,0.16,[Fe/H],2.7,K2-138,f,5,12.75759,0.1043,0.364,,,2.81,1,0,0,0,0,0
Transit,2017,Space,289.066528,-17.910688,19.449925,-13.402632,288.16329,4.334441,152,11.653,V (Johnson),5340,0.92,0.86,5,K0 V,4.5,,0.22,[Fe/H],2.8,K2-139,b,1,28.38236,0.179,0.12,123.00021,Mass,9.057,1,1,0,0,0,0
Transit,2015,Space,178.057022,2.594245,270.399015,61.667552,177.185703,1.607639,,16.31,V (Johnson),3789,0.47,0.45,,,,,-0.37,[Fe/H],,K2-14,b,1,8.36802,0.0627,,,,4.81,1,0,0,0,0,0
Transit,2017,Space,188.137344,-9.60764,295.184261,52.979735,191.266159,-5.601775,340.24,12.624,V (Johnson),5654,1,0.99,4.5,G5,4.45,-0.049,0.12,[Fe/H],3.8,K2-140,b,1,6.5693,0.0591,0.12,323.86877,Mass,12.274,1,1,0,0,0,0
Transit,2018,Space,350.916534,-1.189274,80.197882,-56.595038,351.186588,2.507044,58.77,11.389,V (Johnson),4599,0.71,0.68,5.7,K7 V,4.62,-0.75,-0.06,[Fe/H],3,K2-141,b,2,0.2803244,,0,5.08,Mass,1.51,1,1,0,0,0,0
Transit,2018,Space,350.916534,-1.189274,80.197882,-56.595038,351.186588,2.507044,58.77,11.389,V (Johnson),4599,0.71,0.68,5.7,K7 V,4.62,-0.75,-0.06,[Fe/H],3,K2-141,c,2,7.7485,,0,7.4,Mass,7,1,0,0,0,0,0
Transit,2018,Space,130.026779,19.092878,206.527464,32.219171,127.431436,0.702995,86,16.248,V (Johnson),3385,0.36,0.35,6.3,M3.0 V,4.91,-1.824,-0.02,[Fe/H],,K2-146,b,1,2.644646,0.0266,,,,2.2,1,0,0,0,0,0
Transit,2018,Space,293.833191,-28.497833,10.944832,-21.496834,290.953692,-6.775755,88,14.019,V (Johnson),3672,0.58,0.55,,,4.72,-1.292,0.19,[Fe/H],,K2-147,b,1,0.961917,0.0159,,,,1.38,1,0,0,0,0,0
Transit,2018,Space,14.517821,-0.193155,126.588915,-63.017791,13.289488,-5.900871,121,13.507,V (Johnson),4079,0.65,0.63,,,4.65,-0.996,-0.11,[Fe/H],,K2-148,b,3,4.38395,0.0454,,,,1.33,1,0,0,0,0,0
Transit,2018,Space,14.517821,-0.193155,126.588915,-63.017791,13.289488,-5.900871,121,13.507,V (Johnson),4079,0.65,0.63,,,4.65,-0.996,-0.11,[Fe/H],,K2-148,c,3,6.9226,0.0616,,,,1.73,1,0,0,0,0,0
Transit,2018,Space,14.517821,-0.193155,126.588915,-63.017791,13.289488,-5.900871,121,13.507,V (Johnson),4079,0.65,0.63,,,4.65,-0.996,-0.11,[Fe/H],,K2-148,d,3,9.7579,0.0774,,,,1.64,1,0,0,0,0,0
Transit,2018,Space,9.821899,7.2771,117.611236,-55.469059,11.881084,2.803287,118,14.484,V (Johnson),3745,0.59,0.57,6.1,M1.0 V,4.71,-1.31,0.11,[Fe/H],,K2-149,b,1,11.332,0.083,,,,1.64,1,0,0,0,0,0
Transit,2015,Space,178.110794,4.254747,268.74231,63.14119,176.573668,3.152381,,14.663,V (Johnson),5131,0.72,0.68,,,,,-0.46,[Fe/H],,K2-15,b,1,11.8104,0.091,,,,2.48,1,0,0,0,0,0
Transit,2018,Space,18.344175,8.987539,132.063041,-53.494783,20.329385,1.127402,110,15.829,V (Johnson),3499,0.46,0.44,6.2,M2.5 V,4.82,-1.585,0.09,[Fe/H],,K2-150,b,1,10.59357,0.0727,,,,2,1,0,0,0,0,0
Transit,2018,Space,19.304525,9.501381,133.493164,-52.840889,21.401212,1.246469,62.7,14.14,V (Johnson),3585,0.44,0.43,6.1,M1.5 V,4.82,-1.553,-0.32,[Fe/H],,K2-151,b,1,3.835592,0.0365,,,,1.35,1,0,0,0,0,0
Transit,2018,Space,181.632797,-5.82741,283.040853,55.300555,183.81978,-4.696543,112,13.728,V (Johnson),3940,0.65,0.63,6,M0.0 V,4.66,-1.06,0.09,[Fe/H],,K2-152,b,1,32.6527,0.1735,,,,2.81,1,0,0,0,0,0
Transit,2018,Space,183.809189,2.020953,282.350352,63.436827,182.692035,3.368895,126,14.979,V (Johnson),3720,0.51,0.49,6.3,M3.0 V,4.76,-1.367,-0.26,[Fe/H],,K2-153,b,1,7.51554,0.0601,,,,2,1,0,0,0,0,0
Transit,2018,Space,189.001511,-2.669481,295.213639,59.970805,189.320143,1.113769,133,14.033,V (Johnson),3978,0.67,0.65,6,M0.0 V,4.64,-1.018,0.19,[Fe/H],,K2-154,b,2,3.67635,0.0408,,,,2.23,1,0,0,0,0,0
Transit,2018,Space,189.001511,-2.669481,295.213639,59.970805,189.320143,1.113769,133,14.033,V (Johnson),3978,0.67,0.65,6,M0.0 V,4.64,-1.018,0.19,[Fe/H],,K2-154,c,2,7.95478,0.0683,,,,2.1,1,0,0,0,0,0
Transit,2018,Space,65.468697,21.3536,174.748575,-19.712913,67.251326,-0.169223,82,12.806,V (Johnson),4258,0.65,0.58,,,4.6,,-0.3,[Fe/H],,K2-155,b,3,6.342,0.0562,,4.7,Mass,1.8,1,0,0,0,0,0
Transit,2018,Space,65.468697,21.3536,174.748575,-19.712913,67.251326,-0.169223,82,12.806,V (Johnson),4258,0.65,0.58,,,4.6,,-0.3,[Fe/H],,K2-155,c,3,13.85,0.0946,,6.5,Mass,2.6,1,0,0,0,0,0
Transit,2018,Space,65.468697,21.3536,174.748575,-19.712913,67.251326,-0.169223,82,12.806,V (Johnson),4258,0.65,0.58,,,4.6,,-0.3,[Fe/H],,K2-155,d,3,40.718,0.1937,,4.9,Mass,1.9,1,0,0,0,0,0
Transit,2018,Space,182.70018,-6.294205,285.059464,55.161168,184.983205,-4.701285,,13.424,V (Johnson),4460,0.64,0.62,,,4.68,,-0.33,[Fe/H],,K2-156,b,1,0.813149,,,,,1.144,1,0,0,0,0,0
Transit,2018,Space,183.751343,-5.781991,286.603808,55.930465,185.740173,-3.815146,,12.823,V (Johnson),5456,0.94,0.88,,,4.55,,0.13,[Fe/H],,K2-157,b,1,0.365257,,,,,1.055,1,0,0,0,0,0
Transit,2018,Space,179.939987,-5.721709,280.198475,54.85286,182.227379,-5.272033,,11.774,V (Johnson),5489,0.93,0.89,,,4.46,,0.07,[Fe/H],,K2-158,b,1,10.062106,,,,,2.635,1,0,0,0,0,0
Transit,2018,Space,180.540894,-3.580723,279.872885,57.068554,181.921804,-3.069848,,11.994,V (Johnson),5419,0.89,0.83,,,4.57,,-0.1,[Fe/H],,K2-159,b,1,12.421078,,,,,2.208,1,0,0,0,0,0
Transit,2015,Space,175.09726,4.55734,262.911973,61.777078,173.6931,2.235777,,14.67,V (Johnson),4742,0.68,0.66,5.3,K3 V,4.51,,-0.33,[Fe/H],2,K2-16,b,2,7.6188,0.0667,,,,2.02,1,0,0,0,0,0
Transit,2015,Space,175.09726,4.55734,262.911973,61.777078,173.6931,2.235777,,14.67,V (Johnson),4742,0.68,0.66,5.3,K3 V,4.51,,-0.33,[Fe/H],2,K2-16,c,2,19.07863,0.1229,,,,2.54,1,0,0,0,0,0
Transit,2018,Space,184.054581,-3.553082,286.096781,58.162812,185.131165,-1.649652,,12.649,V (Johnson),5649,0.98,0.91,,,4.61,,0.07,[Fe/H],,K2-160,b,1,3.705871,,,,,3.178,1,0,0,0,0,0
Transit,2018,Space,183.793839,-3.495612,285.592205,58.150089,184.869377,-1.700227,,12.631,V (Johnson),4972,0.99,2.57,,,3.63,,-0.03,[Fe/H],,K2-161,b,1,9.283188,,,,,6.117,1,0,0,0,0,0
Transit,2018,Space,186.038666,-1.111351,288.751297,61.006991,185.983716,1.3777,,12.3,V (Johnson),4885,0.78,0.73,,,4.71,,-0.09,[Fe/H],,K2-162,b,1,9.457747,,,,,1.486,1,0,0,0,0,0
Transit,2018,Space,182.329346,-0.539055,281.121725,60.536714,182.351597,0.431702,,13.129,V (Johnson),4937,0.83,0.76,,,4.71,,0.14,[Fe/H],,K2-163,b,1,6.673117,,,,,2.466,1,0,0,0,0,0
Transit,2018,Space,171.93367,-0.06284,263.013985,56.179694,172.616394,-3.25742,,11.235,V (Johnson),5791,1.18,2.2,,,3.81,,-0.23,[Fe/H],,K2-164,b,1,17.355066,,,,,3.249,1,0,0,0,0,0
Transit,2018,Space,184.90033,0.968397,285.333603,62.747291,184.113222,2.836188,,11.331,V (Johnson),5185,0.83,0.8,,,4.46,,-0.05,[Fe/H],,K2-165,b,3,2.354992,,,,,1.274,1,0,0,0,0,0
Transit,2018,Space,184.90033,0.968397,285.333603,62.747291,184.113222,2.836188,,11.331,V (Johnson),5185,0.83,0.8,,,4.46,,-0.05,[Fe/H],,K2-165,c,3,4.382745,,,,,1.554,1,0,0,0,0,0
Transit,2018,Space,184.90033,0.968397,285.333603,62.747291,184.113222,2.836188,,11.331,V (Johnson),5185,0.83,0.8,,,4.46,,-0.05,[Fe/H],,K2-165,d,3,14.101361,,,,,2.648,1,0,0,0,0,0
Transit,2018,Space,185.188293,2.282436,285.158559,64.090203,183.855272,4.156515,,12.074,V (Johnson),5922,1.07,1.2,,,4.24,,0.05,[Fe/H],,K2-166,b,1,8.527219,,,,,1.823,1,0,0,0,0,0
Transit,2018,Space,336.575775,-18.011171,40.459497,-55.411582,331.700294,-7.660674,78.12,8.239,V (Johnson),5908,1.02,1.83,3.7,F7 V,3.88,,-0.45,[Fe/H],,K2-167,b,1,9.977481,,,,,2.819,1,0,0,0,0,0
Transit,2018,Space,333.109894,-16.341755,40.910756,-51.713099,329.203424,-4.905328,,12.291,V (Johnson),5554,0.91,0.87,,,4.46,,-0.13,[Fe/H],,K2-168,b,1,15.853989,,,,,2.144,1,0,0,0,0,0
Transit,2018,Space,337.044281,-14.599381,46.196395,-54.422669,333.383137,-4.653397,,12.229,V (Johnson),5548,0.99,0.92,,,4.56,,0.26,[Fe/H],,K2-169,b,1,6.380803,,,,,1.273,1,0,0,0,0,0
Transit,2015,Space,178.329773,6.412261,266.619567,65.102113,175.911673,5.217943,,13.519,V (Johnson),4320,0.71,0.66,,,,,0.15,[Fe/H],,K2-17,b,1,17.96753,0.119,,,,2.23,1,0,0,0,0,0
Transit,2018,Space,335.450714,-14.593286,45.054239,-53.036377,331.945524,-4.084637,,12.633,V (Johnson),5748,0.96,0.98,,,4.34,,-0.11,[Fe/H],,K2-170,b,2,7.576544,,,,,1.418,1,0,0,0,0,0
Transit,2018,Space,335.450714,-14.593286,45.054239,-53.036377,331.945524,-4.084637,,12.633,V (Johnson),5748,0.96,0.98,,,4.34,,-0.11,[Fe/H],,K2-170,c,2,12.400047,,,,,1.802,1,0,0,0,0,0
Transit,2018,Space,332.34082,-13.428865,44.597323,-49.81475,329.540866,-1.918057,,12.66,V (Johnson),5250,0.89,1.72,,,3.95,,-0.09,[Fe/H],,K2-171,b,1,5.628466,,,,,2.687,1,0,0,0,0,0
Transit,2018,Space,335.30838,-12.5569,47.929099,-51.984919,332.555002,-2.136388,,12.438,V (Johnson),5569,0.93,0.87,,,4.61,,-0.06,[Fe/H],,K2-172,b,2,14.316941,,,,,1.666,1,0,0,0,0,0
Transit,2018,Space,335.30838,-12.5569,47.929099,-51.984919,332.555002,-2.136388,,12.438,V (Johnson),5569,0.93,0.87,,,4.61,,-0.06,[Fe/H],,K2-172,c,2,29.62682,,,,,3.206,1,0,0,0,0,0
Transit,2018,Space,60.37495,15.625037,175.874524,-27.133211,61.456892,-4.926961,,12.403,V (Johnson),5580,0.88,0.84,,,4.52,,-0.25,[Fe/H],,K2-173,b,1,5.868699,,,,,1.608,1,0,0,0,0,0
Transit,2018,Space,60.792843,16.347446,175.581885,-26.349014,61.994166,-4.297305,,12.424,V (Johnson),4500,0.67,0.64,,,4.62,,-0.24,[Fe/H],,K2-174,b,1,19.562743,,,,,2.492,1,0,0,0,0,0
Transit,2018,Space,52.503578,17.584192,168.150498,-31.033046,54.519078,-1.356256,,10.836,V (Johnson),5909,1.09,1.42,,,4.11,,0.05,[Fe/H],,K2-175,b,1,9.525988,,,,,2.038,1,0,0,0,0,0
Transit,2018,Space,58.269165,17.907072,172.456813,-27.021774,59.943815,-2.282654,,12.893,V (Johnson),5428,0.94,0.86,,,4.63,,0.15,[Fe/H],,K2-176,b,1,5.329439,,,,,1.491,1,0,0,0,0,0
Transit,2018,Space,55.229565,20.736078,167.935937,-26.967657,57.761409,1.103714,,12.645,V (Johnson),6063,1.21,1.21,,,4.38,,0.41,[Fe/H],,K2-177,b,1,14.155185,,,,,2.116,1,0,0,0,0,0
Transit,2018,Space,52.888882,22.43487,164.840805,-27.121509,56.040776,3.263957,,12.403,V (Johnson),5525,0.95,0.89,,,4.55,,0.09,[Fe/H],,K2-178,b,1,8.747818,,,,,3.558,1,0,0,0,0,0
Transit,2018,Space,58.796898,23.756807,168.322876,-22.506824,61.642014,3.337048,,12.956,V (Johnson),5015,0.82,0.77,,,4.63,,0.03,[Fe/H],,K2-179,b,1,5.172191,,,,,2.513,1,0,0,0,0,0
Transit,2015,Space,172.560455,7.588391,254.632404,62.575726,170.171253,4.020045,34,13.496,V (Johnson),3457,0.36,0.41,6.25,M2.5 V,,,,,,K2-18,b,2,32.93963,0.143,0.43,7.96,Mass,2.38,1,1,0,0,0,0
Radial Velocity,2017,Ground,172.560455,7.588391,254.632404,62.575726,170.171253,4.020045,34,13.496,V (Johnson),3457,0.36,0.41,6.25,M2.5 V,,,,,,K2-18,c,2,8.962,0.06,0.47,7.51,Msini,,0,1,0,0,0,0
Transit,2018,Space,126.463936,10.246968,214.288421,25.581975,126.275971,-8.719085,,12.601,V (Johnson),5263,0.73,0.68,,,4.7,,-0.59,[Fe/H],,K2-180,b,1,8.865932,,,,,2.41,1,0,0,0,0,0
Transit,2018,Space,127.554031,10.910294,214.12689,26.833869,127.164448,-7.816205,,12.749,V (Johnson),5609,1.04,1,,,4.46,,0.42,[Fe/H],,K2-181,b,1,6.894252,,,,,2.706,1,0,0,0,0,0
Transit,2018,Space,130.180328,10.982941,215.288579,29.200826,129.662782,-7.096835,,11.997,V (Johnson),5159,0.85,0.79,,,4.59,,-0.01,[Fe/H],,K2-182,b,1,4.736884,,,,,2.767,1,0,0,0,0,0
Transit,2018,Space,125.007156,14.019461,209.822457,25.848371,123.990684,-5.384865,,12.846,V (Johnson),5482,0.94,0.87,,,4.6,,0.09,[Fe/H],,K2-183,b,3,0.469269,,,,,2.599,1,0,0,0,0,0
Transit,2018,Space,125.007156,14.019461,209.822457,25.848371,123.990684,-5.384865,,12.846,V (Johnson),5482,0.94,0.87,,,4.6,,0.09,[Fe/H],,K2-183,c,3,10.793471,,,,,2.511,1,0,0,0,0,0
Transit,2018,Space,125.007156,14.019461,209.822457,25.848371,123.990684,-5.384865,,12.846,V (Johnson),5482,0.94,0.87,,,4.6,,0.09,[Fe/H],,K2-183,d,3,22.629496,,,,,2.541,1,0,0,0,0,0
Transit,2018,Space,129.140106,14.461936,211.16627,29.699364,127.7853,-3.991764,,10.345,V (Johnson),5252,0.82,0.76,,,4.63,,-0.22,[Fe/H],,K2-184,b,1,16.993435,,,,,1.538,1,0,0,0,0,0
Transit,2018,Space,130.259659,14.69032,211.41714,30.785273,128.77707,-3.495016,,12.215,V (Johnson),5722,0.98,0.91,,,4.58,,-0.05,[Fe/H],,K2-185,b,1,10.616646,,,,,1.313,1,0,0,0,0,0
Transit,2018,Space,135.334976,18.825455,208.959648,36.830279,132.33888,1.799109,,12.307,V (Johnson),5784,1.02,0.98,,,4.45,,0.06,[Fe/H],,K2-186,b,1,41.474219,,,,,3.172,1,0,0,0,0,0
Transit,2018,Space,132.523605,23.1926,202.777144,35.764166,128.602233,5.270382,,13.081,V (Johnson),5477,0.97,0.89,,,4.62,,0.26,[Fe/H],,K2-187,b,4,0.773981,,,,,1.383,1,0,0,0,0,0
Transit,2018,Space,132.523605,23.1926,202.777144,35.764166,128.602233,5.270382,,13.081,V (Johnson),5477,0.97,0.89,,,4.62,,0.26,[Fe/H],,K2-187,c,4,2.871788,,,,,1.701,1,0,0,0,0,0
Transit,2018,Space,132.523605,23.1926,202.777144,35.764166,128.602233,5.270382,,13.081,V (Johnson),5477,0.97,0.89,,,4.62,,0.26,[Fe/H],,K2-187,d,4,7.149079,,,,,3.221,1,0,0,0,0,0
Transit,2018,Space,132.523605,23.1926,202.777144,35.764166,128.602233,5.270382,,13.081,V (Johnson),5477,0.97,0.89,,,4.62,,0.26,[Fe/H],,K2-187,e,4,13.608341,,,,,2.255,1,0,0,0,0,0
Transit,2018,Space,129.813629,23.357481,201.659918,33.444912,126.147591,4.775156,,12.646,V (Johnson),5982,1.11,1.11,,,4.36,,0.16,[Fe/H],,K2-188,b,2,1.742983,,,,,1.259,1,0,0,0,0,0
Transit,2018,Space,129.813629,23.357481,201.659918,33.444912,126.147591,4.775156,,12.646,V (Johnson),5982,1.11,1.11,,,4.36,,0.16,[Fe/H],,K2-188,c,2,7.807595,,,,,2.625,1,0,0,0,0,0
Transit,2018,Space,203.621292,-15.036359,318.136661,46.56063,207.378305,-4.824051,,12.399,V (Johnson),5503,0.93,0.86,,,4.61,,-0.01,[Fe/H],,K2-189,b,2,5.1763,,,,,1.512,1,0,0,0,0,0
Transit,2018,Space,203.621292,-15.036359,318.136661,46.56063,207.378305,-4.824051,,12.399,V (Johnson),5503,0.93,0.86,,,4.61,,-0.01,[Fe/H],,K2-189,c,2,6.67934,,,,,2.484,1,0,0,0,0,0
Transit,2015,Space,174.960312,0.603575,267.029422,58.393572,175.134912,-1.448373,,13,V (Johnson),5430,0.93,0.86,4.9,G9 V,4.63,,0.1,[Fe/H],2,K2-19,b,3,7.9194,0.074,,,,7.74,1,1,0,0,0,0
Transit,2015,Space,174.960312,0.603575,267.029422,58.393572,175.134912,-1.448373,,13,V (Johnson),5430,0.93,0.86,4.9,G9 V,4.63,,0.1,[Fe/H],2,K2-19,c,3,11.90715,0.0971,,,,4.86,1,1,0,0,0,0
Transit,2016,Space,174.960312,0.603575,267.029422,58.393572,175.134912,-1.448373,,13,V (Johnson),5430,0.93,0.86,4.9,G9 V,4.63,,0.1,[Fe/H],2,K2-19,d,3,2.50856,0.0344,,,,1.14,1,1,0,0,0,0
